date,spp,actb,value
78-06,HCRE,TWKO,0
78-06,HCRE,SBOH,0.0732142857142857
78-06,HCRE,SBNAIO,0.0446428571428571
78-06,HCRE,SBKO,0.0357142857142857
78-06,HCRE,BROH,0.15
78-06,HCRE,BRNAIO,0
78-06,HCRE,BRKO,0.169642857142857
78-06,HCRE,TROH,0.248214285714286
78-06,HCRE,OTOT,0.198214285714286
78-07,HCRE,FLOH,0
78-07,HCRE,FLNAIO,0
78-07,HCRE,FRNAIO,0
78-07,HCRE,FROL,0
78-07,HCRE,TBOH,0
78-07,HCRE,TWOH,0.1015625
78-07,HCRE,TWNAIO,0.034375
78-07,HCRE,TWKO,0
78-07,HCRE,SBOH,0.2703125
78-07,HCRE,SBNAIO,0.021875
78-07,HCRE,SBKO,0.03125
78-07,HCRE,BROH,0.075
78-07,HCRE,BRNAIO,0.01875
78-07,HCRE,BRKO,0.125
78-07,HCRE,TROH,0.271875
78-07,HCRE,OTOT,0.05
78-08,HCRE,FLOH,0
78-08,HCRE,FLNAIO,0
78-08,HCRE,FRNAIO,0
78-08,HCRE,FROL,0
78-08,HCRE,TBOH,0
78-08,HCRE,TWOH,0.0197080291970803
78-08,HCRE,TWNAIO,0.0467153284671533
78-08,HCRE,TWKO,0.018978102189781
78-08,HCRE,SBOH,0.236496350364963
78-08,HCRE,SBNAIO,0.0481751824817518
78-08,HCRE,SBKO,0.0445255474452555
78-08,HCRE,BROH,0.207299270072993
78-08,HCRE,BRNAIO,0.0145985401459854
78-08,HCRE,BRKO,0.102189781021898
78-08,HCRE,TROH,0.135036496350365
78-08,HCRE,OTOT,0.126277372262774
78-09,HCRE,FLOH,0
78-09,HCRE,FLNAIO,0
78-09,HCRE,FRNAIO,0
78-09,HCRE,FROL,0
78-09,HCRE,TBOH,0
78-09,HCRE,TWOH,0.0261363636363636
78-09,HCRE,TWNAIO,0.0227272727272727
78-09,HCRE,TWKO,0
78-09,HCRE,SBOH,0.0625
78-09,HCRE,SBNAIO,0.0568181818181818
78-09,HCRE,SBKO,0.0931818181818182
78-09,HCRE,BROH,0.189772727272727
78-09,HCRE,BRNAIO,0.0272727272727273
78-09,HCRE,BRKO,0.0829545454545455
78-09,HCRE,TROH,0.255681818181818
78-09,HCRE,OTOT,0.182954545454545
78-10,HCRE,FLOH,0.0129032258064516
78-10,HCRE,FLNAIO,0
78-10,HCRE,FRNAIO,0
78-10,HCRE,FROL,0
78-10,HCRE,TBOH,0
78-10,HCRE,TWOH,0.174193548387097
78-10,HCRE,TWNAIO,0
78-10,HCRE,TWKO,0
78-10,HCRE,SBOH,0.151612903225806
78-10,HCRE,SBNAIO,0.0209677419354839
78-10,HCRE,SBKO,0.0741935483870968
78-10,HCRE,BROH,0.241935483870968
78-10,HCRE,BRNAIO,0.0758064516129032
78-10,HCRE,BRKO,0.0967741935483871
78-10,HCRE,TROH,0.0870967741935484
78-10,HCRE,OTOT,0.0645161290322581
78-11,HCRE,FLOH,0.0285714285714286
78-11,HCRE,FLNAIO,0
78-11,HCRE,FRNAIO,0
78-11,HCRE,FROL,0
78-11,HCRE,TBOH,0
78-11,HCRE,TWOH,0.04
78-11,HCRE,TWNAIO,0.111428571428571
78-11,HCRE,TWKO,0
78-11,HCRE,SBOH,0.148571428571429
78-11,HCRE,SBNAIO,0.162857142857143
78-11,HCRE,SBKO,0.0857142857142857
78-11,HCRE,BROH,0.0571428571428571
78-11,HCRE,BRNAIO,0.0857142857142857
78-11,HCRE,BRKO,0.114285714285714
78-11,HCRE,TROH,0.0857142857142857
78-11,HCRE,OTOT,0.08
78-12,HCRE,FLOH,0
78-12,HCRE,FLNAIO,0
78-12,HCRE,FRNAIO,0
78-12,HCRE,FROL,0
78-12,HCRE,TBOH,0
78-12,HCRE,TWOH,0.103030303030303
78-12,HCRE,TWNAIO,0
78-12,HCRE,TWKO,0.0454545454545455
78-12,HCRE,SBOH,0.209090909090909
78-12,HCRE,SBNAIO,0.145454545454545
78-12,HCRE,SBKO,0.0393939393939394
78-12,HCRE,BROH,0.0303030303030303
78-12,HCRE,BRNAIO,0.0666666666666667
78-12,HCRE,BRKO,0.203030303030303
78-12,HCRE,TROH,0.0515151515151515
78-12,HCRE,OTOT,0.106060606060606
79-01,HCRE,FLOH,0
79-01,HCRE,FLNAIO,0
79-01,HCRE,FRNAIO,0
79-01,HCRE,FROL,0
79-01,HCRE,TBOH,0
79-01,HCRE,TWOH,0.111111111111111
79-01,HCRE,TWNAIO,0.0555555555555556
79-01,HCRE,TWKO,0
79-01,HCRE,SBOH,0.0555555555555556
79-01,HCRE,SBNAIO,0.0638888888888889
79-01,HCRE,SBKO,0.0666666666666667
79-01,HCRE,BROH,0.0555555555555556
79-01,HCRE,BRNAIO,0
79-01,HCRE,BRKO,0.211111111111111
79-01,HCRE,TROH,0.0555555555555556
79-01,HCRE,OTOT,0.325
79-02,HCRE,FLOH,0
79-02,HCRE,FLNAIO,0
79-02,HCRE,FRNAIO,0
79-02,HCRE,FROL,0
79-02,HCRE,TBOH,0.025
79-02,HCRE,TWOH,0.125
79-02,HCRE,TWNAIO,0
79-02,HCRE,TWKO,0.06125
79-02,HCRE,SBOH,0.2275
79-02,HCRE,SBNAIO,0.025
79-02,HCRE,SBKO,0.045
79-02,HCRE,BROH,0.117
79-02,HCRE,BRNAIO,0
79-02,HCRE,BRKO,0.26875
79-02,HCRE,TROH,0.0155
79-02,HCRE,OTOT,0.09
79-03,HCRE,FLOH,0
79-03,HCRE,FLNAIO,0
79-03,HCRE,FRNAIO,0
79-03,HCRE,FROL,0
79-03,HCRE,TBOH,0.0564516129032258
79-03,HCRE,TWOH,0.125806451612903
79-03,HCRE,TWNAIO,0
79-03,HCRE,TWKO,0.032258064516129
79-03,HCRE,SBOH,0.211290322580645
79-03,HCRE,SBNAIO,0.0370967741935484
79-03,HCRE,SBKO,0.193548387096774
79-03,HCRE,BROH,0.104838709677419
79-03,HCRE,BRNAIO,0.0387096774193548
79-03,HCRE,BRKO,0.032258064516129
79-03,HCRE,TROH,0.0967741935483871
79-03,HCRE,OTOT,0.0709677419354839
79-04,HCRE,FLOH,0
79-04,HCRE,FLNAIO,0
79-04,HCRE,FRNAIO,0
79-04,HCRE,FROL,0
79-04,HCRE,TBOH,0.133333333333333
79-04,HCRE,TWOH,0.186666666666667
79-04,HCRE,TWNAIO,0.0566666666666667
79-04,HCRE,TWKO,0
79-04,HCRE,SBOH,0.0166666666666667
79-04,HCRE,SBNAIO,0.12
79-04,HCRE,SBKO,0.133333333333333
79-04,HCRE,BROH,0.0966666666666667
79-04,HCRE,BRNAIO,0.0466666666666667
79-04,HCRE,BRKO,0.1
79-04,HCRE,TROH,0.01
79-04,HCRE,OTOT,0.1
79-05,HCRE,FLOH,0
79-05,HCRE,FLNAIO,0
79-05,HCRE,FRNAIO,0
79-05,HCRE,FROL,0
79-05,HCRE,TBOH,0
79-05,HCRE,TWOH,0.227272727272727
79-05,HCRE,TWNAIO,0.0454545454545455
79-05,HCRE,TWKO,0
79-05,HCRE,SBOH,0.0454545454545455
79-05,HCRE,SBNAIO,0.0909090909090909
79-05,HCRE,SBKO,0.0681818181818182
79-05,HCRE,BROH,0.0909090909090909
79-05,HCRE,BRNAIO,0
79-05,HCRE,BRKO,0.340909090909091
79-05,HCRE,TROH,0
79-05,HCRE,OTOT,0.0909090909090909
79-07,HCRE,FLOH,0
79-07,HCRE,FLNAIO,0
79-07,HCRE,FRNAIO,0
79-07,HCRE,FROL,0
79-07,HCRE,TBOH,0.0333333333333333
79-07,HCRE,TWOH,0.16
79-07,HCRE,TWNAIO,0.0666666666666667
79-07,HCRE,TWKO,0
79-07,HCRE,SBOH,0.166666666666667
79-07,HCRE,SBNAIO,0.0733333333333333
79-07,HCRE,SBKO,0.0666666666666667
79-07,HCRE,BROH,0.1
79-07,HCRE,BRNAIO,0
79-07,HCRE,BRKO,0.166666666666667
79-07,HCRE,TROH,0.133333333333333
79-07,HCRE,OTOT,0.0333333333333333
79-08,HCRE,FLOH,0
79-08,HCRE,FLNAIO,0
79-08,HCRE,FRNAIO,0
79-08,HCRE,FROL,0
79-08,HCRE,TBOH,0.0769230769230769
79-08,HCRE,TWOH,0.115384615384615
79-08,HCRE,TWNAIO,0
79-08,HCRE,TWKO,0.15
79-08,HCRE,SBOH,0.0673076923076923
79-08,HCRE,SBNAIO,0
79-08,HCRE,SBKO,0.138461538461538
79-08,HCRE,BROH,0.0384615384615385
79-08,HCRE,BRNAIO,0.0384615384615385
79-08,HCRE,BRKO,0.153846153846154
79-08,HCRE,TROH,0.221153846153846
79-08,HCRE,OTOT,0
79-09,HCRE,FLOH,0
79-09,HCRE,FLNAIO,0
79-09,HCRE,FRNAIO,0
79-09,HCRE,FROL,0
79-09,HCRE,TBOH,0
79-09,HCRE,TWOH,0.0736842105263158
79-09,HCRE,TWNAIO,0.0473684210526316
79-09,HCRE,TWKO,0
79-09,HCRE,SBOH,0.136842105263158
79-09,HCRE,SBNAIO,0.1
79-09,HCRE,SBKO,0.0263157894736842
79-09,HCRE,BROH,0.0263157894736842
79-09,HCRE,BRNAIO,0.0526315789473684
79-09,HCRE,BRKO,0.236842105263158
79-09,HCRE,TROH,0.0578947368421053
79-09,HCRE,OTOT,0.242105263157895
79-10,HCRE,FLOH,0
79-10,HCRE,FLNAIO,0
79-10,HCRE,FRNAIO,0
79-10,HCRE,FROL,0
79-10,HCRE,TBOH,0.0256410256410256
79-10,HCRE,TWOH,0
79-10,HCRE,TWNAIO,0.207692307692308
79-10,HCRE,TWKO,0.0512820512820513
79-10,HCRE,SBOH,0.0256410256410256
79-10,HCRE,SBNAIO,0.107692307692308
79-10,HCRE,SBKO,0.0512820512820513
79-10,HCRE,BROH,0
79-10,HCRE,BRNAIO,0.166666666666667
79-10,HCRE,BRKO,0.128205128205128
79-10,HCRE,TROH,0.0128205128205128
79-10,HCRE,OTOT,0.223076923076923
79-11,HCRE,FLOH,0
79-11,HCRE,FLNAIO,0
79-11,HCRE,FRNAIO,0.0263157894736842
79-11,HCRE,FROL,0
79-11,HCRE,TBOH,0
79-11,HCRE,TWOH,0.118421052631579
79-11,HCRE,TWNAIO,0.0552631578947368
79-11,HCRE,TWKO,0
79-11,HCRE,SBOH,0.00789473684210526
79-11,HCRE,SBNAIO,0.0815789473684211
79-11,HCRE,SBKO,0.0526315789473684
79-11,HCRE,BROH,0.0921052631578947
79-11,HCRE,BRNAIO,0.0526315789473684
79-11,HCRE,BRKO,0.0802631578947368
79-11,HCRE,TROH,0.197368421052632
79-11,HCRE,OTOT,0.235526315789474
79-12,HCRE,FLOH,0
79-12,HCRE,FLNAIO,0
79-12,HCRE,FRNAIO,0
79-12,HCRE,FROL,0
79-12,HCRE,TBOH,0
79-12,HCRE,TWOH,0.173913043478261
79-12,HCRE,TWNAIO,0
79-12,HCRE,TWKO,0
79-12,HCRE,SBOH,0.0434782608695652
79-12,HCRE,SBNAIO,0.0260869565217391
79-12,HCRE,SBKO,0.00869565217391304
79-12,HCRE,BROH,0.130434782608696
79-12,HCRE,BRNAIO,0.0260869565217391
79-12,HCRE,BRKO,0.18695652173913
79-12,HCRE,TROH,0.0434782608695652
79-12,HCRE,OTOT,0.360869565217391
80-01,HCRE,FLOH,0
80-01,HCRE,FLNAIO,0
80-01,HCRE,FRNAIO,0
80-01,HCRE,FROL,0
80-01,HCRE,TBOH,0
80-01,HCRE,TWOH,0.0413793103448276
80-01,HCRE,TWNAIO,0.117241379310345
80-01,HCRE,TWKO,0
80-01,HCRE,SBOH,0.117241379310345
80-01,HCRE,SBNAIO,0.117241379310345
80-01,HCRE,SBKO,0
80-01,HCRE,BROH,0.110344827586207
80-01,HCRE,BRNAIO,0.0344827586206897
80-01,HCRE,BRKO,0.0896551724137931
80-01,HCRE,TROH,0.2
80-01,HCRE,OTOT,0.172413793103448
80-02,HCRE,FLOH,0.0217391304347826
80-02,HCRE,FLNAIO,0
80-02,HCRE,FRNAIO,0
80-02,HCRE,FROL,0
80-02,HCRE,TBOH,0
80-02,HCRE,TWOH,0.0478260869565217
80-02,HCRE,TWNAIO,0.0434782608695652
80-02,HCRE,TWKO,0
80-02,HCRE,SBOH,0.246739130434783
80-02,HCRE,SBNAIO,0.0945652173913043
80-02,HCRE,SBKO,0.206521739130435
80-02,HCRE,BROH,0.05
80-02,HCRE,BRNAIO,0
80-02,HCRE,BRKO,0.16304347826087
80-02,HCRE,TROH,0.104347826086957
80-02,HCRE,OTOT,0.0217391304347826
80-03,HCRE,FLOH,0.0178571428571429
80-03,HCRE,FLNAIO,0
80-03,HCRE,FRNAIO,0
80-03,HCRE,FROL,0
80-03,HCRE,TBOH,0.0357142857142857
80-03,HCRE,TWOH,0.0857142857142857
80-03,HCRE,TWNAIO,0.107142857142857
80-03,HCRE,TWKO,0
80-03,HCRE,SBOH,0.153571428571429
80-03,HCRE,SBNAIO,0.0821428571428571
80-03,HCRE,SBKO,0.107142857142857
80-03,HCRE,BROH,0.0178571428571429
80-03,HCRE,BRNAIO,0.00535714285714286
80-03,HCRE,BRKO,0.221428571428571
80-03,HCRE,TROH,0.0589285714285714
80-03,HCRE,OTOT,0.107142857142857
80-06,HCRE,FLOH,0.000625
80-06,HCRE,FLNAIO,0
80-06,HCRE,FRNAIO,0
80-06,HCRE,FROL,0
80-06,HCRE,TBOH,0.015
80-06,HCRE,TWOH,0.1046875
80-06,HCRE,TWNAIO,0.078125
80-06,HCRE,TWKO,0
80-06,HCRE,SBOH,0.078125
80-06,HCRE,SBNAIO,0.096875
80-06,HCRE,SBKO,0.04375
80-06,HCRE,BROH,0.1328125
80-06,HCRE,BRNAIO,0.0625
80-06,HCRE,BRKO,0.128125
80-06,HCRE,TROH,0.203125
80-06,HCRE,OTOT,0.05625
80-07,HCRE,FLOH,0
80-07,HCRE,FLNAIO,0
80-07,HCRE,FRNAIO,0
80-07,HCRE,FROL,0
80-07,HCRE,TBOH,0
80-07,HCRE,TWOH,0.0756756756756757
80-07,HCRE,TWNAIO,0
80-07,HCRE,TWKO,0
80-07,HCRE,SBOH,0.0594594594594595
80-07,HCRE,SBNAIO,0.0162162162162162
80-07,HCRE,SBKO,0.027027027027027
80-07,HCRE,BROH,0.290540540540541
80-07,HCRE,BRNAIO,0.027027027027027
80-07,HCRE,BRKO,0
80-07,HCRE,TROH,0.444594594594595
80-07,HCRE,OTOT,0.0594594594594595
80-08,HCRE,FLOH,0
80-08,HCRE,FLNAIO,0
80-08,HCRE,FRNAIO,0
80-08,HCRE,FROL,0
80-08,HCRE,TBOH,0
80-08,HCRE,TWOH,0.0644444444444444
80-08,HCRE,TWNAIO,0
80-08,HCRE,TWKO,0
80-08,HCRE,SBOH,0.106666666666667
80-08,HCRE,SBNAIO,0.0222222222222222
80-08,HCRE,SBKO,0.00666666666666667
80-08,HCRE,BROH,0.206666666666667
80-08,HCRE,BRNAIO,0
80-08,HCRE,BRKO,0.06
80-08,HCRE,TROH,0.51
80-08,HCRE,OTOT,0.0233333333333333
80-09,HCRE,FLOH,0
80-09,HCRE,FLNAIO,0
80-09,HCRE,FRNAIO,0
80-09,HCRE,FROL,0
80-09,HCRE,TBOH,0.00857142857142857
80-09,HCRE,TWOH,0.0885714285714286
80-09,HCRE,TWNAIO,0
80-09,HCRE,TWKO,0
80-09,HCRE,SBOH,0.0671428571428571
80-09,HCRE,SBNAIO,0
80-09,HCRE,SBKO,0
80-09,HCRE,BROH,0.225714285714286
80-09,HCRE,BRNAIO,0
80-09,HCRE,BRKO,0.0428571428571429
80-09,HCRE,TROH,0.447142857142857
80-09,HCRE,OTOT,0.12
80-10,HCRE,FLOH,0
80-10,HCRE,FLNAIO,0
80-10,HCRE,FRNAIO,0
80-10,HCRE,FROL,0
80-10,HCRE,TBOH,0.05
80-10,HCRE,TWOH,0.15
80-10,HCRE,TWNAIO,0.05
80-10,HCRE,TWKO,0
80-10,HCRE,SBOH,0.04
80-10,HCRE,SBNAIO,0.09
80-10,HCRE,SBKO,0
80-10,HCRE,BROH,0.27
80-10,HCRE,BRNAIO,0
80-10,HCRE,BRKO,0.08
80-10,HCRE,TROH,0.12
80-10,HCRE,OTOT,0.15
80-11,HCRE,FLOH,0
80-11,HCRE,FLNAIO,0
80-11,HCRE,FRNAIO,0
80-11,HCRE,FROL,0
80-11,HCRE,TBOH,0
80-11,HCRE,TWOH,0
80-11,HCRE,TWNAIO,0.0173913043478261
80-11,HCRE,TWKO,0
80-11,HCRE,SBOH,0.0869565217391304
80-11,HCRE,SBNAIO,0.0130434782608696
80-11,HCRE,SBKO,0.0434782608695652
80-11,HCRE,BROH,0.226086956521739
80-11,HCRE,BRNAIO,0.0130434782608696
80-11,HCRE,BRKO,0.0130434782608696
80-11,HCRE,TROH,0.426086956521739
80-11,HCRE,OTOT,0.160869565217391
80-12,HCRE,FLOH,0
80-12,HCRE,FLNAIO,0.0384615384615385
80-12,HCRE,FRNAIO,0
80-12,HCRE,FROL,0
80-12,HCRE,TBOH,0
80-12,HCRE,TWOH,0.0769230769230769
80-12,HCRE,TWNAIO,0
80-12,HCRE,TWKO,0
80-12,HCRE,SBOH,0.0769230769230769
80-12,HCRE,SBNAIO,0.0384615384615385
80-12,HCRE,SBKO,0.115384615384615
80-12,HCRE,BROH,0.0884615384615385
80-12,HCRE,BRNAIO,0.0230769230769231
80-12,HCRE,BRKO,0.230769230769231
80-12,HCRE,TROH,0.242307692307692
80-12,HCRE,OTOT,0.0692307692307692
81-01,HCRE,FLOH,0.0148148148148148
81-01,HCRE,FLNAIO,0
81-01,HCRE,FRNAIO,0.037037037037037
81-01,HCRE,FROL,0
81-01,HCRE,TBOH,0
81-01,HCRE,TWOH,0.0444444444444444
81-01,HCRE,TWNAIO,0.0740740740740741
81-01,HCRE,TWKO,0
81-01,HCRE,SBOH,0.0740740740740741
81-01,HCRE,SBNAIO,0.0407407407407407
81-01,HCRE,SBKO,0
81-01,HCRE,BROH,0.288888888888889
81-01,HCRE,BRNAIO,0.118518518518519
81-01,HCRE,BRKO,0
81-01,HCRE,TROH,0.203703703703704
81-01,HCRE,OTOT,0.103703703703704
81-02,HCRE,FLOH,0
81-02,HCRE,FLNAIO,0
81-02,HCRE,FRNAIO,0
81-02,HCRE,FROL,0
81-02,HCRE,TBOH,0
81-02,HCRE,TWOH,0.0476190476190476
81-02,HCRE,TWNAIO,0
81-02,HCRE,TWKO,0
81-02,HCRE,SBOH,0
81-02,HCRE,SBNAIO,0.0761904761904762
81-02,HCRE,SBKO,0
81-02,HCRE,BROH,0.276190476190476
81-02,HCRE,BRNAIO,0.0619047619047619
81-02,HCRE,BRKO,0.19047619047619
81-02,HCRE,TROH,0.19047619047619
81-02,HCRE,OTOT,0.157142857142857
81-03,HCRE,FLOH,0.00188679245283019
81-03,HCRE,FLNAIO,0
81-03,HCRE,FRNAIO,0
81-03,HCRE,FROL,0
81-03,HCRE,TBOH,0
81-03,HCRE,TWOH,0.0207547169811321
81-03,HCRE,TWNAIO,0
81-03,HCRE,TWKO,0.0188679245283019
81-03,HCRE,SBOH,0.0566037735849057
81-03,HCRE,SBNAIO,0.0188679245283019
81-03,HCRE,SBKO,0.00566037735849057
81-03,HCRE,BROH,0.29811320754717
81-03,HCRE,BRNAIO,0.0188679245283019
81-03,HCRE,BRKO,0.211320754716981
81-03,HCRE,TROH,0.244339622641509
81-03,HCRE,OTOT,0.104716981132075
81-04,HCRE,FLOH,0.0738636363636364
81-04,HCRE,FLNAIO,0
81-04,HCRE,FRNAIO,0
81-04,HCRE,FROL,0
81-04,HCRE,TBOH,0
81-04,HCRE,TWOH,0.00909090909090909
81-04,HCRE,TWNAIO,0.0227272727272727
81-04,HCRE,TWKO,0
81-04,HCRE,SBOH,0.144318181818182
81-04,HCRE,SBNAIO,0.0454545454545455
81-04,HCRE,SBKO,0.106818181818182
81-04,HCRE,BROH,0.225
81-04,HCRE,BRNAIO,0.0113636363636364
81-04,HCRE,BRKO,0.177272727272727
81-04,HCRE,TROH,0.172727272727273
81-04,HCRE,OTOT,0.0113636363636364
81-06,HCRE,FLOH,0
81-06,HCRE,FLNAIO,0
81-06,HCRE,FRNAIO,0
81-06,HCRE,FROL,0
81-06,HCRE,TBOH,0
81-06,HCRE,TWOH,0.0357142857142857
81-06,HCRE,TWNAIO,0.0357142857142857
81-06,HCRE,TWKO,0.0357142857142857
81-06,HCRE,SBOH,0.107142857142857
81-06,HCRE,SBNAIO,0
81-06,HCRE,SBKO,0.0285714285714286
81-06,HCRE,BROH,0.107142857142857
81-06,HCRE,BRNAIO,0.107142857142857
81-06,HCRE,BRKO,0.328571428571429
81-06,HCRE,TROH,0.178571428571429
81-06,HCRE,OTOT,0.0357142857142857
81-07,HCRE,FLOH,0
81-07,HCRE,FLNAIO,0
81-07,HCRE,FRNAIO,0
81-07,HCRE,FROL,0
81-07,HCRE,TBOH,0
81-07,HCRE,TWOH,0.109302325581395
81-07,HCRE,TWNAIO,0
81-07,HCRE,TWKO,0.0651162790697674
81-07,HCRE,SBOH,0.0465116279069767
81-07,HCRE,SBNAIO,0.0813953488372093
81-07,HCRE,SBKO,0.0627906976744186
81-07,HCRE,BROH,0.244186046511628
81-07,HCRE,BRNAIO,0.0697674418604651
81-07,HCRE,BRKO,0.193023255813953
81-07,HCRE,TROH,0.0465116279069767
81-07,HCRE,OTOT,0.0813953488372093
81-08,HCRE,FLOH,0
81-08,HCRE,FLNAIO,0
81-08,HCRE,FRNAIO,0
81-08,HCRE,FROL,0
81-08,HCRE,TBOH,0
81-08,HCRE,TWOH,0.0512820512820513
81-08,HCRE,TWNAIO,0
81-08,HCRE,TWKO,0
81-08,HCRE,SBOH,0.176923076923077
81-08,HCRE,SBNAIO,0.0692307692307692
81-08,HCRE,SBKO,0.112820512820513
81-08,HCRE,BROH,0.304914530769231
81-08,HCRE,BRNAIO,0.00769230769230769
81-08,HCRE,BRKO,0.161538461538462
81-08,HCRE,TROH,0.0769230769230769
81-08,HCRE,OTOT,0.0386752128205128
81-09,HCRE,FLOH,0
81-09,HCRE,FLNAIO,0
81-09,HCRE,FRNAIO,0
81-09,HCRE,FROL,0
81-09,HCRE,TBOH,0
81-09,HCRE,TWOH,0.025
81-09,HCRE,TWNAIO,0
81-09,HCRE,TWKO,0
81-09,HCRE,SBOH,0.104166666666667
81-09,HCRE,SBNAIO,0.0555555555555556
81-09,HCRE,SBKO,0.0972222222222222
81-09,HCRE,BROH,0.129166666666667
81-09,HCRE,BRNAIO,0.0555555555555556
81-09,HCRE,BRKO,0.236111111111111
81-09,HCRE,TROH,0.075
81-09,HCRE,OTOT,0.222222222222222
81-10,HCRE,FLOH,0
81-10,HCRE,FLNAIO,0
81-10,HCRE,FRNAIO,0
81-10,HCRE,FROL,0
81-10,HCRE,TBOH,0
81-10,HCRE,TWOH,0.027027027027027
81-10,HCRE,TWNAIO,0.0108108108108108
81-10,HCRE,TWKO,0
81-10,HCRE,SBOH,0.132432432432432
81-10,HCRE,SBNAIO,0
81-10,HCRE,SBKO,0
81-10,HCRE,BROH,0.597297297297297
81-10,HCRE,BRNAIO,0.027027027027027
81-10,HCRE,BRKO,0.0540540540540541
81-10,HCRE,TROH,0.0702702702702703
81-10,HCRE,OTOT,0.0810810810810811
81-12,HCRE,FLOH,0
81-12,HCRE,FLNAIO,0
81-12,HCRE,FRNAIO,0
81-12,HCRE,FROL,0
81-12,HCRE,TBOH,0
81-12,HCRE,TWOH,0.235294117647059
81-12,HCRE,TWNAIO,0
81-12,HCRE,TWKO,0.00147058823529412
81-12,HCRE,SBOH,0.123529411764706
81-12,HCRE,SBNAIO,0.252941176470588
81-12,HCRE,SBKO,0.0823529411764706
81-12,HCRE,BROH,0.0823529411764706
81-12,HCRE,BRNAIO,0.1
81-12,HCRE,BRKO,0.122058823529412
81-12,HCRE,TROH,0
81-12,HCRE,OTOT,0
82-01,HCRE,FLOH,0
82-01,HCRE,FLNAIO,0
82-01,HCRE,FRNAIO,0
82-01,HCRE,FROL,0
82-01,HCRE,TBOH,0
82-01,HCRE,TWOH,0.1
82-01,HCRE,TWNAIO,0.06875
82-01,HCRE,TWKO,0
82-01,HCRE,SBOH,0.275
82-01,HCRE,SBNAIO,0.265625
82-01,HCRE,SBKO,0.0625
82-01,HCRE,BROH,0.0625
82-01,HCRE,BRNAIO,0.0375
82-01,HCRE,BRKO,0
82-01,HCRE,TROH,0.0625
82-01,HCRE,OTOT,0.065625
77-05,HAAM,FLOH,0.2875
77-05,HAAM,FLNAIO,0
77-05,HAAM,FRNAIO,0
77-05,HAAM,FROL,0
77-05,HAAM,TBOH,0.0275
77-05,HAAM,TWOH,0.235
77-05,HAAM,TWNAIO,0.15
77-05,HAAM,TWKO,0
77-05,HAAM,SBOH,0.125
77-05,HAAM,SBNAIO,0.06
77-05,HAAM,SBKO,0.1
77-05,HAAM,BROH,0
77-05,HAAM,BRNAIO,0
77-05,HAAM,BRKO,0
77-05,HAAM,TROH,0
77-05,HAAM,OTOT,0.015
77-06,HAAM,FLOH,0.3775
77-06,HAAM,FLNAIO,0
77-06,HAAM,FRNAIO,0
77-06,HAAM,FROL,0
77-06,HAAM,TBOH,0.06125
77-06,HAAM,TWOH,0.065
77-06,HAAM,TWNAIO,0.1925
77-06,HAAM,TWKO,0
77-06,HAAM,SBOH,0.0375
77-06,HAAM,SBNAIO,0.0825
77-06,HAAM,SBKO,0
77-06,HAAM,BROH,0.0125
77-06,HAAM,BRNAIO,0
77-06,HAAM,BRKO,0.025
77-06,HAAM,TROH,0.035
77-06,HAAM,OTOT,0.11125
77-07,HAAM,FLOH,0.0773809523809524
77-07,HAAM,FLNAIO,0.030952380952381
77-07,HAAM,FRNAIO,0.0238095238095238
77-07,HAAM,FROL,0
77-07,HAAM,TBOH,0.05
77-07,HAAM,TWOH,0.094047619047619
77-07,HAAM,TWNAIO,0.196428571428571
77-07,HAAM,TWKO,0.030952380952381
77-07,HAAM,SBOH,0.0107142857142857
77-07,HAAM,SBNAIO,0.0452380952380952
77-07,HAAM,SBKO,0.0642857142857143
77-07,HAAM,BROH,0
77-07,HAAM,BRNAIO,0.00119047619047619
77-07,HAAM,BRKO,0.0238095238095238
77-07,HAAM,TROH,0.0238095238095238
77-07,HAAM,OTOT,0.327380952380952
77-08,HAAM,FLOH,0.0295081967213115
77-08,HAAM,FLNAIO,0.181967213114754
77-08,HAAM,FRNAIO,0
77-08,HAAM,FROL,0
77-08,HAAM,TBOH,0.00983606557377049
77-08,HAAM,TWOH,0.0491803278688525
77-08,HAAM,TWNAIO,0.209016393442623
77-08,HAAM,TWKO,0.113114754098361
77-08,HAAM,SBOH,0.0229508196721311
77-08,HAAM,SBNAIO,0.069672131147541
77-08,HAAM,SBKO,0.00983606557377049
77-08,HAAM,BROH,0
77-08,HAAM,BRNAIO,0
77-08,HAAM,BRKO,0
77-08,HAAM,TROH,0
77-08,HAAM,OTOT,0.304918032786885
77-09,HAAM,FLOH,0.102702702702703
77-09,HAAM,FLNAIO,0.356756756756757
77-09,HAAM,FRNAIO,0.0108108108108108
77-09,HAAM,FROL,0.027027027027027
77-09,HAAM,TBOH,0.0540540540540541
77-09,HAAM,TWOH,0.0243243243243243
77-09,HAAM,TWNAIO,0.197297297297297
77-09,HAAM,TWKO,0.027027027027027
77-09,HAAM,SBOH,0.0027027027027027
77-09,HAAM,SBNAIO,0
77-09,HAAM,SBKO,0.027027027027027
77-09,HAAM,BROH,0
77-09,HAAM,BRNAIO,0
77-09,HAAM,BRKO,0
77-09,HAAM,TROH,0.027027027027027
77-09,HAAM,OTOT,0.143243243243243
77-10,HAAM,FLOH,0.0486111111111111
77-10,HAAM,FLNAIO,0.305555555555556
77-10,HAAM,FRNAIO,0
77-10,HAAM,FROL,0.0277777777777778
